
Time: 0
Waiting clients: 
(528,19,3)
(643,19,7)
(675,19,3)
(710,19,8)
(731,19,7)
(734,19,3)
(35,20,4)
(55,20,3)
(63,20,7)
(201,20,4)
(233,20,4)
(280,20,8)
(431,20,7)
(519,20,8)
(935,20,3)
(138,21,4)
(324,21,7)
(400,21,4)
(498,21,7)
(501,21,3)
(661,21,6)
(761,21,6)
(778,21,8)
(885,21,3)
(895,21,4)
(972,21,4)
(267,22,5)
(285,22,5)
(310,22,4)
(433,22,7)
(599,22,7)
(739,22,8)
(786,22,7)
(877,22,5)
(918,22,7)
(966,22,3)
(40,23,4)
(43,23,5)
(98,23,6)
(148,23,4)
(230,23,3)
(416,23,5)
(463,23,6)
(626,23,3)
(681,23,3)
(757,23,3)
(929,23,5)
(954,23,7)
(965,23,7)
(83,24,5)
(161,24,3)
(210,24,7)
(277,24,5)
(516,24,3)
(589,24,7)
(782,24,5)
(1,25,7)
(22,25,4)
(90,25,8)
(249,25,5)
(306,25,5)
(346,25,4)
(376,25,7)
(378,25,8)
(385,25,8)
(425,25,8)
(665,25,3)
(719,25,5)
(819,25,3)
(883,25,5)
(124,26,3)
(222,26,7)
(266,26,5)
(294,26,5)
(303,26,6)
(372,26,6)
(473,26,4)
(488,26,8)
(505,26,5)
(679,26,7)
(706,26,5)
(8,27,8)
(295,27,4)
(382,27,4)
(430,27,7)
(504,27,6)
(523,27,5)
(781,27,6)
(821,27,8)
(838,27,5)
(872,27,6)
(926,27,6)
(16,28,8)
(231,28,5)
(236,28,6)
(499,28,8)
(546,28,7)
(695,28,7)
(998,28,5)
(183,29,3)
(229,29,6)
(472,29,3)
(491,29,4)
(526,29,7)
(560,29,3)
(584,29,6)
(604,29,7)
(629,29,8)
(647,29,5)
(684,29,4)
(806,29,7)
(827,29,5)
(981,29,8)
(110,30,8)
(150,30,3)
(154,30,7)
(532,30,5)
(586,30,3)
(588,30,6)
(650,30,7)
(677,30,4)
(692,30,5)
(768,30,5)
(896,30,3)
(960,30,3)
(128,31,4)
(184,31,5)
(242,31,4)
(452,31,4)
(490,31,4)
(530,31,3)
(569,31,5)
(722,31,7)
(726,31,6)
(936,31,3)
(967,31,7)
(34,32,7)
(71,32,3)
(96,32,4)
(289,32,7)
(333,32,7)
(334,32,7)
(548,32,7)
(792,32,3)
(891,32,6)
(24,33,8)
(75,33,8)
(122,33,3)
(225,33,8)
(268,33,3)
(342,33,6)
(413,33,6)
(701,33,7)
(791,33,6)
(801,33,4)
(864,33,8)
(947,33,5)
(203,34,8)
(205,34,3)
(239,34,3)
(240,34,5)
(312,34,6)
(327,34,6)
(403,34,5)
(407,34,5)
(537,34,8)
(607,34,4)
(659,34,7)
(810,34,7)
(930,34,7)
(86,35,3)
(284,35,3)
(302,35,5)
(465,35,7)
(628,35,3)
(638,35,4)
(696,35,7)
(738,35,8)
(754,35,7)
(107,36,3)
(379,36,5)
(558,36,8)
(576,36,7)
(718,36,8)
(787,36,6)
(823,36,4)
(832,36,8)
(890,36,7)
(931,36,5)
(31,37,6)
(50,37,4)
(168,37,6)
(517,37,4)
(636,37,4)
(694,37,4)
(742,37,7)
(750,37,7)
(760,37,7)
(834,37,8)
(850,37,4)
(879,37,6)
(887,37,5)
(38,38,4)
(84,38,5)
(139,38,8)
(145,38,3)
(355,38,8)
(609,38,6)
(752,38,4)
(797,38,8)
(812,38,6)
(835,38,7)
(867,38,7)
(957,38,8)
(155,39,4)
(250,39,8)
(263,39,3)
(554,39,6)
(833,39,6)
(949,39,7)
(23,40,5)
(112,40,5)
(129,40,6)
(151,40,4)
(313,40,3)
(474,40,8)
(513,40,4)
(541,40,4)
(605,40,6)
(639,40,7)
(756,40,6)
(874,40,8)
(894,40,4)
(956,40,8)
(73,41,3)
(114,41,3)
(135,41,6)
(153,41,7)
(179,41,7)
(262,41,7)
(623,41,3)
(658,41,7)
(660,41,5)
(690,41,4)
(717,41,6)
(811,41,5)
(849,41,7)
(953,41,8)
(964,41,6)
(977,41,5)
(989,41,3)
(95,42,6)
(156,42,6)
(485,42,8)
(709,42,5)
(711,42,6)
(848,42,8)
(857,42,7)
(28,43,3)
(30,43,6)
(44,43,4)
(77,43,6)
(105,43,7)
(130,43,5)
(204,43,4)
(212,43,6)
(235,43,7)
(276,43,4)
(384,43,7)
(713,43,4)
(57,44,3)
(67,44,8)
(85,44,6)
(94,44,4)
(121,44,4)
(208,44,5)
(319,44,7)
(580,44,4)
(616,44,4)
(825,44,7)
(59,45,8)
(89,45,6)
(109,45,6)
(140,45,6)
(209,45,5)
(269,45,6)
(396,45,7)
(471,45,4)
(552,45,8)
(573,45,5)
(773,45,8)
(861,45,7)
(911,45,6)
(274,46,4)
(292,46,3)
(305,46,7)
(338,46,7)
(348,46,4)
(538,46,8)
(572,46,3)
(585,46,8)
(686,46,7)
(705,46,6)
(932,46,7)
(978,46,5)
(5,47,7)
(143,47,8)
(167,47,8)
(502,47,7)
(509,47,5)
(596,47,5)
(612,47,7)
(758,47,6)
(886,47,3)
(27,48,4)
(91,48,5)
(187,48,6)
(322,48,7)
(506,48,4)
(565,48,7)
(672,48,8)
(728,48,3)
(729,48,7)
(747,48,6)
(804,48,6)
(873,48,5)
(899,48,7)
(115,49,7)
(365,49,3)
(419,49,3)
(716,49,6)
(829,49,5)
(863,49,4)
(897,49,7)
(908,49,8)
(945,49,3)
(971,49,7)
(100,50,4)
(125,50,7)
(172,50,4)
(251,50,6)
(256,50,7)
(316,50,5)
(336,50,4)
(466,50,7)
(540,50,4)
(627,50,8)
(737,50,3)
(788,50,5)
(844,50,6)
(868,50,8)
(962,50,7)
(976,50,7)
(6,51,8)
(62,51,5)
(74,51,8)
(164,51,4)
(174,51,8)
(593,51,3)
(601,51,3)
(602,51,6)
(664,51,6)
(755,51,3)
(944,51,8)
(82,52,5)
(246,52,4)
(293,52,8)
(296,52,7)
(489,52,8)
(493,52,8)
(635,52,6)
(673,52,5)
(846,52,7)
(968,52,3)
(177,53,3)
(193,53,4)
(265,53,4)
(320,53,6)
(329,53,6)
(424,53,6)
(478,53,7)
(685,53,6)
(999,53,4)
(92,54,5)
(123,54,7)
(132,54,8)
(144,54,7)
(189,54,8)
(197,54,4)
(232,54,7)
(459,54,7)
(469,54,4)
(508,54,5)
(592,54,6)
(610,54,8)
(974,54,8)
(987,54,5)
(78,55,3)
(429,55,7)
(439,55,4)
(470,55,6)
(479,55,3)
(615,55,3)
(653,55,7)
(670,55,7)
(715,55,8)
(764,55,4)
(771,55,3)
(865,55,8)
(975,55,8)
(178,56,6)
(206,56,8)
(300,56,3)
(391,56,8)
(398,56,3)
(418,56,4)
(595,56,4)
(662,56,5)
(749,56,3)
(856,56,3)
(905,56,7)
(928,56,6)
(988,56,6)
(60,57,6)
(81,57,3)
(111,57,8)
(343,57,5)
(349,57,5)
(366,57,8)
(406,57,5)
(496,57,5)
(619,57,4)
(712,57,8)
(777,57,4)
(790,57,8)
(915,57,6)
(42,58,5)
(127,58,7)
(283,58,5)
(301,58,5)
(304,58,4)
(724,58,3)
(736,58,7)
(839,58,6)
(862,58,3)
(893,58,5)
(938,58,4)
(969,58,6)
(973,58,4)
(18,59,6)
(335,59,7)
(350,59,8)
(544,59,4)
(632,59,7)
(746,59,6)
(765,59,5)
(780,59,6)
(845,59,3)
(970,59,3)
(15,60,6)
(341,60,3)
(394,60,5)
(446,60,5)
(511,60,5)
(545,60,3)
(613,60,3)
(714,60,7)
(759,60,8)
(763,60,8)
(785,60,5)
(808,60,8)
(870,60,7)
(992,60,5)
(65,61,4)
(146,61,7)
(220,61,4)
(331,61,8)
(380,61,7)
(443,61,4)
(699,61,3)
(774,61,6)
(843,61,6)
(884,61,4)
(903,61,6)
(919,61,7)
(162,62,7)
(282,62,3)
(286,62,5)
(299,62,4)
(442,62,8)
(617,62,3)
(625,62,3)
(649,62,8)
(959,62,5)
(996,62,7)
(116,63,6)
(264,63,3)
(290,63,6)
(359,63,8)
(363,63,7)
(455,63,6)
(468,63,4)
(598,63,7)
(620,63,5)
(652,63,7)
(702,63,6)
(735,63,3)
(751,63,7)
(860,63,8)
(52,64,8)
(102,64,3)
(194,64,4)
(325,64,7)
(597,64,7)
(814,64,6)
(937,64,3)
(951,64,5)
(17,65,4)
(101,65,3)
(175,65,6)
(364,65,7)
(399,65,6)
(533,65,6)
(542,65,6)
(570,65,8)
(687,65,6)
(836,65,8)
(853,65,7)
(47,66,8)
(202,66,3)
(227,66,5)
(427,66,7)
(603,66,8)
(707,66,5)
(769,66,6)
(1000,66,7)
(41,67,5)
(185,67,3)
(402,67,8)
(467,67,5)
(483,67,8)
(539,67,8)
(809,67,5)
(875,67,6)
(58,68,5)
(80,68,4)
(88,68,5)
(159,68,4)
(326,68,5)
(353,68,7)
(434,68,4)
(559,68,3)
(578,68,7)
(667,68,7)
(682,68,8)
(766,68,6)
(906,68,8)
(64,69,5)
(386,69,5)
(409,69,8)
(423,69,7)
(524,69,6)
(551,69,6)
(648,69,6)
(816,69,3)
(7,70,7)
(39,70,6)
(213,70,7)
(278,70,6)
(358,70,6)
(633,70,7)
(704,70,5)
(87,71,8)
(317,71,5)
(345,71,3)
(388,71,7)
(435,71,7)
(624,71,3)
(796,71,6)
(803,71,6)
(934,71,5)
(2,72,4)
(371,72,5)
(562,72,7)
(614,72,6)
(793,72,7)
(979,72,4)
(48,73,5)
(56,73,3)
(147,73,4)
(170,73,6)
(181,73,8)
(196,73,6)
(456,73,6)
(503,73,5)
(566,73,5)
(822,73,7)
(36,74,5)
(49,74,7)
(288,74,8)
(332,74,4)
(392,74,7)
(449,74,4)
(531,74,6)
(753,74,8)
(943,74,7)
(25,75,4)
(117,75,6)
(258,75,8)
(321,75,7)
(354,75,4)
(356,75,4)
(447,75,6)
(527,75,6)
(680,75,7)
(740,75,4)
(950,75,4)
(137,76,8)
(195,76,4)
(422,76,8)
(454,76,7)
(708,76,7)
(730,76,5)
(743,76,8)
(946,76,6)
(93,77,6)
(198,77,3)
(375,77,7)
(395,77,8)
(410,77,5)
(453,77,7)
(561,77,8)
(630,77,5)
(703,77,6)
(851,77,4)
(994,77,3)
(997,77,6)
(12,78,5)
(79,78,8)
(126,78,4)
(215,78,5)
(223,78,3)
(252,78,3)
(307,78,6)
(323,78,7)
(411,78,8)
(417,78,6)
(436,78,3)
(445,78,3)
(547,78,4)
(556,78,7)
(645,78,8)
(802,78,7)
(907,78,3)
(958,78,4)
(993,78,7)
(32,79,7)
(272,79,8)
(328,79,8)
(529,79,3)
(564,79,5)
(591,79,8)
(657,79,4)
(678,79,8)
(745,79,5)
(795,79,7)
(871,79,6)
(990,79,3)
(106,80,4)
(243,80,3)
(244,80,6)
(308,80,8)
(451,80,8)
(522,80,8)
(525,80,8)
(799,80,7)
(826,80,6)
(942,80,6)
(72,81,7)
(142,81,4)
(248,81,4)
(340,81,4)
(351,81,6)
(415,81,3)
(549,81,5)
(557,81,7)
(575,81,8)
(634,81,7)
(770,81,6)
(842,81,7)
(882,81,6)
(51,82,6)
(173,82,5)
(275,82,5)
(563,82,6)
(587,82,3)
(611,82,4)
(700,82,7)
(784,82,6)
(847,82,4)
(855,82,4)
(866,82,4)
(188,83,7)
(216,83,5)
(273,83,8)
(387,83,7)
(669,83,4)
(901,83,6)
(103,84,5)
(163,84,4)
(228,84,6)
(237,84,7)
(368,84,4)
(428,84,7)
(567,84,5)
(693,84,3)
(748,84,4)
(762,84,5)
(772,84,5)
(775,84,3)
(828,84,4)
(881,84,7)
(888,84,3)
(923,84,6)
(157,85,4)
(337,85,7)
(383,85,7)
(389,85,4)
(412,85,7)
(426,85,6)
(495,85,6)
(697,85,5)
(721,85,7)
(892,85,7)
(961,85,3)
(19,86,4)
(200,86,7)
(214,86,8)
(245,86,8)
(314,86,8)
(440,86,6)
(579,86,7)
(698,86,7)
(733,86,3)
(841,86,6)
(859,86,3)
(876,86,7)
(3,87,6)
(221,87,6)
(260,87,3)
(497,87,4)
(622,87,7)
(646,87,7)
(691,87,5)
(898,87,6)
(982,87,3)
(53,88,3)
(134,88,5)
(160,88,5)
(217,88,7)
(259,88,3)
(404,88,7)
(475,88,4)
(482,88,5)
(581,88,6)
(606,88,3)
(608,88,5)
(641,88,6)
(805,88,8)
(854,88,8)
(878,88,5)
(921,88,4)
(182,89,4)
(347,89,4)
(441,89,4)
(514,89,5)
(553,89,8)
(618,89,3)
(683,89,6)
(732,89,5)
(817,89,5)
(29,90,6)
(166,90,6)
(199,90,6)
(281,90,4)
(510,90,5)
(800,90,8)
(824,90,6)
(852,90,3)
(933,90,8)
(131,91,5)
(141,91,6)
(180,91,5)
(238,91,7)
(255,91,6)
(352,91,4)
(397,91,3)
(450,91,5)
(486,91,4)
(655,91,7)
(912,91,5)
(955,91,6)
(33,92,7)
(113,92,6)
(254,92,7)
(287,92,4)
(315,92,5)
(374,92,6)
(408,92,6)
(568,92,6)
(582,92,8)
(815,92,3)
(818,92,4)
(880,92,4)
(927,92,4)
(952,92,7)
(9,93,8)
(20,93,8)
(118,93,7)
(219,93,5)
(477,93,5)
(480,93,3)
(481,93,7)
(688,93,8)
(980,93,7)
(133,94,6)
(165,94,4)
(361,94,3)
(590,94,3)
(594,94,4)
(631,94,8)
(637,94,4)
(671,94,3)
(779,94,5)
(869,94,6)
(925,94,4)
(224,95,5)
(271,95,4)
(298,95,3)
(309,95,4)
(651,95,8)
(723,95,8)
(725,95,4)
(963,95,3)
(985,95,6)
(136,96,7)
(226,96,4)
(241,96,4)
(270,96,8)
(362,96,4)
(444,96,4)
(654,96,3)
(674,96,3)
(776,96,4)
(789,96,7)
(13,97,7)
(158,97,3)
(460,97,3)
(461,97,5)
(555,97,3)
(902,97,3)
(99,98,6)
(152,98,3)
(234,98,7)
(405,98,6)
(462,98,4)
(571,98,4)
(600,98,5)
(640,98,7)
(45,99,7)
(458,99,5)
(550,99,4)
(767,99,3)
(910,99,8)
Queue 1: 
Queue 2: 
Queue 3: 
Queue 4: 
Queue 5: 
Queue 6: 
Queue 7: 
Queue 8: 
Queue 9: 
Queue 10: 
Queue 11: 
Queue 12: 
Queue 13: 
Queue 14: 
Queue 15: 
Queue 16: 
Queue 17: 
Queue 18: 
Queue 19: 
Queue 20: 
---------------------------------------


Time: 1
Waiting clients: 
(253,10,8)
(297,10,5)
(500,10,7)
(543,10,3)
(720,10,6)
(820,10,7)
(830,10,3)
(837,10,8)
(858,10,3)
(10,11,3)
(76,11,5)
(97,11,8)
(104,11,3)
(211,11,7)
(261,11,7)
(360,11,8)
(373,11,3)
(377,11,3)
(457,11,8)
(494,11,3)
(534,11,3)
(727,11,7)
(941,11,8)
(986,11,8)
(171,12,7)
(176,12,7)
(357,12,7)
(370,12,5)
(420,12,3)
(521,12,5)
(577,12,6)
(621,12,6)
(656,12,5)
(744,12,6)
(794,12,5)
(798,12,4)
(807,12,4)
(914,12,6)
(939,12,7)
(4,13,7)
(218,13,6)
(279,13,3)
(390,13,8)
(464,13,7)
(668,13,4)
(689,13,5)
(900,13,7)
(922,13,8)
(11,14,5)
(54,14,5)
(186,14,7)
(190,14,4)
(247,14,7)
(318,14,7)
(414,14,4)
(421,14,6)
(432,14,3)
(535,14,6)
(583,14,3)
(644,14,8)
(676,14,5)
(741,14,5)
(813,14,6)
(889,14,3)
(916,14,7)
(948,14,7)
(983,14,7)
(984,14,7)
(46,15,5)
(70,15,3)
(119,15,3)
(207,15,5)
(448,15,6)
(487,15,4)
(536,15,8)
(783,15,3)
(840,15,5)
(920,15,7)
(995,15,8)
(14,16,8)
(66,16,4)
(191,16,4)
(311,16,3)
(369,16,7)
(401,16,5)
(438,16,7)
(831,16,4)
(904,16,7)
(909,16,6)
(913,16,6)
(940,16,7)
(21,17,7)
(61,17,8)
(192,17,6)
(344,17,4)
(437,17,4)
(484,17,3)
(518,17,3)
(520,17,7)
(663,17,6)
(924,17,5)
(68,18,4)
(169,18,3)
(291,18,3)
(330,18,6)
(339,18,7)
(367,18,6)
(507,18,7)
(574,18,6)
(642,18,5)
(666,18,5)
(917,18,7)
(991,18,4)
(26,19,3)
(37,19,6)
(69,19,8)
(108,19,3)
(120,19,3)
(149,19,5)
(257,19,4)
(381,19,6)
(393,19,4)
(476,19,6)
(492,19,5)
(512,19,7)
(515,19,5)
(528,19,3)
(643,19,7)
(675,19,3)
(710,19,8)
(731,19,7)
(734,19,3)
(35,20,4)
(55,20,3)
(63,20,7)
(201,20,4)
(233,20,4)
(280,20,8)
(431,20,7)
(519,20,8)
(935,20,3)
(138,21,4)
(324,21,7)
(400,21,4)
(498,21,7)
(501,21,3)
(661,21,6)
(761,21,6)
(778,21,8)
(885,21,3)
(895,21,4)
(972,21,4)
(267,22,5)
(285,22,5)
(310,22,4)
(433,22,7)
(599,22,7)
(739,22,8)
(786,22,7)
(877,22,5)
(918,22,7)
(966,22,3)
(40,23,4)
(43,23,5)
(98,23,6)
(148,23,4)
(230,23,3)
(416,23,5)
(463,23,6)
(626,23,3)
(681,23,3)
(757,23,3)
(929,23,5)
(954,23,7)
(965,23,7)
(83,24,5)
(161,24,3)
(210,24,7)
(277,24,5)
(516,24,3)
(589,24,7)
(782,24,5)
(1,25,7)
(22,25,4)
(90,25,8)
(249,25,5)
(306,25,5)
(346,25,4)
(376,25,7)
(378,25,8)
(385,25,8)
(425,25,8)
(665,25,3)
(719,25,5)
(819,25,3)
(883,25,5)
(124,26,3)
(222,26,7)
(266,26,5)
(294,26,5)
(303,26,6)
(372,26,6)
(473,26,4)
(488,26,8)
(505,26,5)
(679,26,7)
(706,26,5)
(8,27,8)
(295,27,4)
(382,27,4)
(430,27,7)
(504,27,6)
(523,27,5)
(781,27,6)
(821,27,8)
(838,27,5)
(872,27,6)
(926,27,6)
(16,28,8)
(231,28,5)
(236,28,6)
(499,28,8)
(546,28,7)
(695,28,7)
(998,28,5)
(183,29,3)
(229,29,6)
(472,29,3)
(491,29,4)
(526,29,7)
(560,29,3)
(584,29,6)
(604,29,7)
(629,29,8)
(647,29,5)
(684,29,4)
(806,29,7)
(827,29,5)
(981,29,8)
(110,30,8)
(150,30,3)
(154,30,7)
(532,30,5)
(586,30,3)
(588,30,6)
(650,30,7)
(677,30,4)
(692,30,5)
(768,30,5)
(896,30,3)
(960,30,3)
(128,31,4)
(184,31,5)
(242,31,4)
(452,31,4)
(490,31,4)
(530,31,3)
(569,31,5)
(722,31,7)
(726,31,6)
(936,31,3)
(967,31,7)
(34,32,7)
(71,32,3)
(96,32,4)
(289,32,7)
(333,32,7)
(334,32,7)
(548,32,7)
(792,32,3)
(891,32,6)
(24,33,8)
(75,33,8)
(122,33,3)
(225,33,8)
(268,33,3)
(342,33,6)
(413,33,6)
(701,33,7)
(791,33,6)
(801,33,4)
(864,33,8)
(947,33,5)
(203,34,8)
(205,34,3)
(239,34,3)
(240,34,5)
(312,34,6)
(327,34,6)
(403,34,5)
(407,34,5)
(537,34,8)
(607,34,4)
(659,34,7)
(810,34,7)
(930,34,7)
(86,35,3)
(284,35,3)
(302,35,5)
(465,35,7)
(628,35,3)
(638,35,4)
(696,35,7)
(738,35,8)
(754,35,7)
(107,36,3)
(379,36,5)
(558,36,8)
(576,36,7)
(718,36,8)
(787,36,6)
(823,36,4)
(832,36,8)
(890,36,7)
(931,36,5)
(31,37,6)
(50,37,4)
(168,37,6)
(517,37,4)
(636,37,4)
(694,37,4)
(742,37,7)
(750,37,7)
(760,37,7)
(834,37,8)
(850,37,4)
(879,37,6)
(887,37,5)
(38,38,4)
(84,38,5)
(139,38,8)
(145,38,3)
(355,38,8)
(609,38,6)
(752,38,4)
(797,38,8)
(812,38,6)
(835,38,7)
(867,38,7)
(957,38,8)
(155,39,4)
(250,39,8)
(263,39,3)
(554,39,6)
(833,39,6)
(949,39,7)
(23,40,5)
(112,40,5)
(129,40,6)
(151,40,4)
(313,40,3)
(474,40,8)
(513,40,4)
(541,40,4)
(605,40,6)
(639,40,7)
(756,40,6)
(874,40,8)
(894,40,4)
(956,40,8)
(73,41,3)
(114,41,3)
(135,41,6)
(153,41,7)
(179,41,7)
(262,41,7)
(623,41,3)
(658,41,7)
(660,41,5)
(690,41,4)
(717,41,6)
(811,41,5)
(849,41,7)
(953,41,8)
(964,41,6)
(977,41,5)
(989,41,3)
(95,42,6)
(156,42,6)
(485,42,8)
(709,42,5)
(711,42,6)
(848,42,8)
(857,42,7)
(28,43,3)
(30,43,6)
(44,43,4)
(77,43,6)
(105,43,7)
(130,43,5)
(204,43,4)
(212,43,6)
(235,43,7)
(276,43,4)
(384,43,7)
(713,43,4)
(57,44,3)
(67,44,8)
(85,44,6)
(94,44,4)
(121,44,4)
(208,44,5)
(319,44,7)
(580,44,4)
(616,44,4)
(825,44,7)
(59,45,8)
(89,45,6)
(109,45,6)
(140,45,6)
(209,45,5)
(269,45,6)
(396,45,7)
(471,45,4)
(552,45,8)
(573,45,5)
(773,45,8)
(861,45,7)
(911,45,6)
(274,46,4)
(292,46,3)
(305,46,7)
(338,46,7)
(348,46,4)
(538,46,8)
(572,46,3)
(585,46,8)
(686,46,7)
(705,46,6)
(932,46,7)
(978,46,5)
(5,47,7)
(143,47,8)
(167,47,8)
(502,47,7)
(509,47,5)
(596,47,5)
(612,47,7)
(758,47,6)
(886,47,3)
(27,48,4)
(91,48,5)
(187,48,6)
(322,48,7)
(506,48,4)
(565,48,7)
(672,48,8)
(728,48,3)
(729,48,7)
(747,48,6)
(804,48,6)
(873,48,5)
(899,48,7)
(115,49,7)
(365,49,3)
(419,49,3)
(716,49,6)
(829,49,5)
(863,49,4)
(897,49,7)
(908,49,8)
(945,49,3)
(971,49,7)
(100,50,4)
(125,50,7)
(172,50,4)
(251,50,6)
(256,50,7)
(316,50,5)
(336,50,4)
(466,50,7)
(540,50,4)
(627,50,8)
(737,50,3)
(788,50,5)
(844,50,6)
(868,50,8)
(962,50,7)
(976,50,7)
(6,51,8)
(62,51,5)
(74,51,8)
(164,51,4)
(174,51,8)
(593,51,3)
(601,51,3)
(602,51,6)
(664,51,6)
(755,51,3)
(944,51,8)
(82,52,5)
(246,52,4)
(293,52,8)
(296,52,7)
(489,52,8)
(493,52,8)
(635,52,6)
(673,52,5)
(846,52,7)
(968,52,3)
(177,53,3)
(193,53,4)
(265,53,4)
(320,53,6)
(329,53,6)
(424,53,6)
(478,53,7)
(685,53,6)
(999,53,4)
(92,54,5)
(123,54,7)
(132,54,8)
(144,54,7)
(189,54,8)
(197,54,4)
(232,54,7)
(459,54,7)
(469,54,4)
(508,54,5)
(592,54,6)
(610,54,8)
(974,54,8)
(987,54,5)
(78,55,3)
(429,55,7)
(439,55,4)
(470,55,6)
(479,55,3)
(615,55,3)
(653,55,7)
(670,55,7)
(715,55,8)
(764,55,4)
(771,55,3)
(865,55,8)
(975,55,8)
(178,56,6)
(206,56,8)
(300,56,3)
(391,56,8)
(398,56,3)
(418,56,4)
(595,56,4)
(662,56,5)
(749,56,3)
(856,56,3)
(905,56,7)
(928,56,6)
(988,56,6)
(60,57,6)
(81,57,3)
(111,57,8)
(343,57,5)
(349,57,5)
(366,57,8)
(406,57,5)
(496,57,5)
(619,57,4)
(712,57,8)
(777,57,4)
(790,57,8)
(915,57,6)
(42,58,5)
(127,58,7)
(283,58,5)
(301,58,5)
(304,58,4)
(724,58,3)
(736,58,7)
(839,58,6)
(862,58,3)
(893,58,5)
(938,58,4)
(969,58,6)
(973,58,4)
(18,59,6)
(335,59,7)
(350,59,8)
(544,59,4)
(632,59,7)
(746,59,6)
(765,59,5)
(780,59,6)
(845,59,3)
(970,59,3)
(15,60,6)
(341,60,3)
(394,60,5)
(446,60,5)
(511,60,5)
(545,60,3)
(613,60,3)
(714,60,7)
(759,60,8)
(763,60,8)
(785,60,5)
(808,60,8)
(870,60,7)
(992,60,5)
(65,61,4)
(146,61,7)
(220,61,4)
(331,61,8)
(380,61,7)
(443,61,4)
(699,61,3)
(774,61,6)
(843,61,6)
(884,61,4)
(903,61,6)
(919,61,7)
(162,62,7)
(282,62,3)
(286,62,5)
(299,62,4)
(442,62,8)
(617,62,3)
(625,62,3)
(649,62,8)
(959,62,5)
(996,62,7)
(116,63,6)
(264,63,3)
(290,63,6)
(359,63,8)
(363,63,7)
(455,63,6)
(468,63,4)
(598,63,7)
(620,63,5)
(652,63,7)
(702,63,6)
(735,63,3)
(751,63,7)
(860,63,8)
(52,64,8)
(102,64,3)
(194,64,4)
(325,64,7)
(597,64,7)
(814,64,6)
(937,64,3)
(951,64,5)
(17,65,4)
(101,65,3)
(175,65,6)
(364,65,7)
(399,65,6)
(533,65,6)
(542,65,6)
(570,65,8)
(687,65,6)
(836,65,8)
(853,65,7)
(47,66,8)
(202,66,3)
(227,66,5)
(427,66,7)
(603,66,8)
(707,66,5)
(769,66,6)
(1000,66,7)
(41,67,5)
(185,67,3)
(402,67,8)
(467,67,5)
(483,67,8)
(539,67,8)
(809,67,5)
(875,67,6)
(58,68,5)
(80,68,4)
(88,68,5)
(159,68,4)
(326,68,5)
(353,68,7)
(434,68,4)
(559,68,3)
(578,68,7)
(667,68,7)
(682,68,8)
(766,68,6)
(906,68,8)
(64,69,5)
(386,69,5)
(409,69,8)
(423,69,7)
(524,69,6)
(551,69,6)
(648,69,6)
(816,69,3)
(7,70,7)
(39,70,6)
(213,70,7)
(278,70,6)
(358,70,6)
(633,70,7)
(704,70,5)
(87,71,8)
(317,71,5)
(345,71,3)
(388,71,7)
(435,71,7)
(624,71,3)
(796,71,6)
(803,71,6)
(934,71,5)
(2,72,4)
(371,72,5)
(562,72,7)
(614,72,6)
(793,72,7)
(979,72,4)
(48,73,5)
(56,73,3)
(147,73,4)
(170,73,6)
(181,73,8)
(196,73,6)
(456,73,6)
(503,73,5)
(566,73,5)
